Type of Alert,Date,Time,Zone,Latitude,Longitude,city,state,year,month,yearmonth
Multiple Gunshots,1/3/2016,3:00:00,KansasCityMO,39.055,-94.558,Kansas City,MO,2016,1,193
Multiple Gunshots,1/3/2016,3:00:00,KansasCityMO,39.054,-94.558,Kansas City,MO,2016,1,193
Multiple Gunshots,1/3/2016,4:00:00,KansasCityMO,39.069,-94.556,Kansas City,MO,2016,1,193
Multiple Gunshots,1/3/2016,13:00:00,KansasCityMO,39.065,-94.557,Kansas City,MO,2016,1,193
Multiple Gunshots,1/3/2016,16:00:00,KansasCityMO,39.051,-94.567,Kansas City,MO,2016,1,193
Single Gunshot,1/4/2016,0:00:00,KansasCityMO,39.063,-94.552,Kansas City,MO,2016,1,193
Multiple Gunshots,1/5/2016,18:00:00,KansasCityMO,39.043,-94.567,Kansas City,MO,2016,1,193
Multiple Gunshots,1/5/2016,20:00:00,KansasCityMO,39.046,-94.551,Kansas City,MO,2016,1,193
Multiple Gunshots,1/5/2016,20:00:00,KansasCityMO,39.046,-94.55,Kansas City,MO,2016,1,193
Single Gunshot,1/7/2016,15:00:00,KansasCityMO,39.056,-94.571,Kansas City,MO,2016,1,193
Single Gunshot,1/7/2016,20:00:00,KansasCityMO,39.045,-94.557,Kansas City,MO,2016,1,193
Single Gunshot,1/9/2016,2:00:00,KansasCityMO,39.041,-94.553,Kansas City,MO,2016,1,193
Single Gunshot,1/9/2016,4:00:00,KansasCityMO,39.055,-94.559,Kansas City,MO,2016,1,193
Multiple Gunshots,1/9/2016,4:00:00,KansasCityMO,39.055,-94.559,Kansas City,MO,2016,1,193
Single Gunshot,1/9/2016,5:00:00,KansasCityMO,39.051,-94.549,Kansas City,MO,2016,1,193
Multiple Gunshots,1/10/2016,2:00:00,KansasCityMO,39.055,-94.567,Kansas City,MO,2016,1,193
Multiple Gunshots,1/13/2016,1:00:00,KansasCityMO,39.05,-94.558,Kansas City,MO,2016,1,193
Multiple Gunshots,1/13/2016,1:00:00,KansasCityMO,39.051,-94.558,Kansas City,MO,2016,1,193
Multiple Gunshots,1/13/2016,18:00:00,KansasCityMO,39.056,-94.559,Kansas City,MO,2016,1,193
Multiple Gunshots,1/13/2016,22:00:00,KansasCityMO,39.059,-94.562,Kansas City,MO,2016,1,193
Multiple Gunshots,1/13/2016,22:00:00,KansasCityMO,39.056,-94.562,Kansas City,MO,2016,1,193
Multiple Gunshots,1/14/2016,16:00:00,KansasCityMO,39.053,-94.557,Kansas City,MO,2016,1,193
Multiple Gunshots,1/14/2016,17:00:00,KansasCityMO,39.063,-94.553,Kansas City,MO,2016,1,193
Multiple Gunshots,1/14/2016,18:00:00,KansasCityMO,39.055,-94.55,Kansas City,MO,2016,1,193
Single Gunshot,1/16/2016,19:00:00,KansasCityMO,39.058,-94.567,Kansas City,MO,2016,1,193
Multiple Gunshots,1/16/2016,0:00:00,KansasCityMO,39.035,-94.558,Kansas City,MO,2016,1,193
Single Gunshot,1/17/2016,0:00:00,KansasCityMO,39.036,-94.56,Kansas City,MO,2016,1,193
Single Gunshot,1/17/2016,1:00:00,KansasCityMO,39.066,-94.567,Kansas City,MO,2016,1,193
Single Gunshot,1/17/2016,4:00:00,KansasCityMO,39.036,-94.564,Kansas City,MO,2016,1,193
Gunshot or Firecracker,1/17/2016,8:00:00,KansasCityMO,39.064,-94.562,Kansas City,MO,2016,1,193
Multiple Gunshots,1/18/2016,15:00:00,KansasCityMO,39.046,-94.55,Kansas City,MO,2016,1,193
Multiple Gunshots,1/18/2016,18:00:00,KansasCityMO,39.059,-94.55,Kansas City,MO,2016,1,193
Single Gunshot,1/18/2016,23:00:00,KansasCityMO,39.062,-94.547,Kansas City,MO,2016,1,193
Single Gunshot,1/19/2016,11:00:00,KansasCityMO,39.037,-94.568,Kansas City,MO,2016,1,193
Multiple Gunshots,1/19/2016,14:00:00,KansasCityMO,39.056,-94.572,Kansas City,MO,2016,1,193
Multiple Gunshots,1/20/2016,1:00:00,KansasCityMO,39.064,-94.554,Kansas City,MO,2016,1,193
Single Gunshot,1/20/2016,3:00:00,KansasCityMO,39.047,-94.571,Kansas City,MO,2016,1,193
Single Gunshot,1/20/2016,3:00:00,KansasCityMO,39.047,-94.571,Kansas City,MO,2016,1,193
Multiple Gunshots,1/20/2016,23:00:00,KansasCityMO,39.048,-94.563,Kansas City,MO,2016,1,193
Single Gunshot,1/22/2016,5:00:00,KansasCityMO,39.063,-94.571,Kansas City,MO,2016,1,193
Gunshot or Firecracker,1/22/2016,13:00:00,KansasCityMO,39.045,-94.557,Kansas City,MO,2016,1,193
Multiple Gunshots,1/23/2016,21:00:00,KansasCityMO,39.064,-94.549,Kansas City,MO,2016,1,193
Single Gunshot,1/24/2016,0:00:00,KansasCityMO,39.049,-94.564,Kansas City,MO,2016,1,193
Single Gunshot,1/24/2016,2:00:00,KansasCityMO,39.043,-94.553,Kansas City,MO,2016,1,193
Single Gunshot,1/24/2016,3:00:00,KansasCityMO,39.062,-94.561,Kansas City,MO,2016,1,193
Multiple Gunshots,1/24/2016,3:00:00,KansasCityMO,39.048,-94.549,Kansas City,MO,2016,1,193
Gunshot or Firecracker,1/24/2016,17:00:00,KansasCityMO,39.068,-94.572,Kansas City,MO,2016,1,193
Gunshot or Firecracker,1/24/2016,20:00:00,KansasCityMO,39.042,-94.57,Kansas City,MO,2016,1,193
Single Gunshot,1/25/2016,0:00:00,KansasCityMO,39.049,-94.564,Kansas City,MO,2016,1,193
Single Gunshot,1/26/2016,23:00:00,KansasCityMO,39.052,-94.551,Kansas City,MO,2016,1,193
Single Gunshot,1/26/2016,23:00:00,KansasCityMO,39.044,-94.557,Kansas City,MO,2016,1,193
Single Gunshot,1/27/2016,1:00:00,KansasCityMO,39.061,-94.563,Kansas City,MO,2016,1,193
Single Gunshot,1/28/2016,3:00:00,KansasCityMO,39.043,-94.557,Kansas City,MO,2016,1,193
Gunshot or Firecracker,1/28/2016,3:00:00,KansasCityMO,39.043,-94.557,Kansas City,MO,2016,1,193
Single Gunshot,1/28/2016,3:00:00,KansasCityMO,39.043,-94.557,Kansas City,MO,2016,1,193
Single Gunshot,1/28/2016,4:00:00,KansasCityMO,39.061,-94.563,Kansas City,MO,2016,1,193
Multiple Gunshots,1/28/2016,6:00:00,KansasCityMO,39.07,-94.553,Kansas City,MO,2016,1,193
Single Gunshot,1/28/2016,18:00:00,KansasCityMO,39.063,-94.559,Kansas City,MO,2016,1,193
Multiple Gunshots,1/28/2016,18:00:00,KansasCityMO,39.061,-94.555,Kansas City,MO,2016,1,193
Multiple Gunshots,1/29/2016,20:00:00,KansasCityMO,39.044,-94.554,Kansas City,MO,2016,1,193
Multiple Gunshots,1/29/2016,21:00:00,KansasCityMO,39.047,-94.554,Kansas City,MO,2016,1,193
Multiple Gunshots,1/29/2016,21:00:00,KansasCityMO,39.047,-94.554,Kansas City,MO,2016,1,193
Single Gunshot,1/30/2016,0:00:00,KansasCityMO,39.044,-94.556,Kansas City,MO,2016,1,193
Single Gunshot,1/30/2016,1:00:00,KansasCityMO,39.045,-94.557,Kansas City,MO,2016,1,193
Single Gunshot,1/30/2016,2:00:00,KansasCityMO,39.059,-94.546,Kansas City,MO,2016,1,193
Multiple Gunshots,1/30/2016,5:00:00,KansasCityMO,39.071,-94.56,Kansas City,MO,2016,1,193
Multiple Gunshots,1/30/2016,16:00:00,KansasCityMO,39.057,-94.563,Kansas City,MO,2016,1,193
Multiple Gunshots,1/30/2016,19:00:00,KansasCityMO,39.063,-94.571,Kansas City,MO,2016,1,193
Multiple Gunshots,1/30/2016,19:00:00,KansasCityMO,39.066,-94.574,Kansas City,MO,2016,1,193
Multiple Gunshots,1/31/2016,2:00:00,KansasCityMO,39.065,-94.548,Kansas City,MO,2016,1,193
Multiple Gunshots,1/31/2016,4:00:00,KansasCityMO,39.048,-94.56,Kansas City,MO,2016,1,193
Single Gunshot,1/31/2016,6:00:00,KansasCityMO,39.065,-94.567,Kansas City,MO,2016,1,193
Single Gunshot,1/31/2016,19:00:00,KansasCityMO,39.059,-94.566,Kansas City,MO,2016,1,193
Multiple Gunshots,2/1/2016,4:00:00,KansasCityMO,39.057,-94.555,Kansas City,MO,2016,2,194
Multiple Gunshots,2/1/2016,4:00:00,KansasCityMO,39.057,-94.555,Kansas City,MO,2016,2,194
Single Gunshot,2/2/2016,23:00:00,KansasCityMO,39.036,-94.563,Kansas City,MO,2016,2,194
Single Gunshot,2/2/2016,23:00:00,KansasCityMO,39.036,-94.563,Kansas City,MO,2016,2,194
Multiple Gunshots,2/2/2016,0:00:00,KansasCityMO,39.033,-94.558,Kansas City,MO,2016,2,194
Single Gunshot,2/3/2016,20:00:00,KansasCityMO,39.064,-94.573,Kansas City,MO,2016,2,194
Single Gunshot,2/4/2016,5:00:00,KansasCityMO,39.05,-94.56,Kansas City,MO,2016,2,194
Single Gunshot,2/4/2016,17:00:00,KansasCityMO,39.066,-94.554,Kansas City,MO,2016,2,194
Multiple Gunshots,2/4/2016,17:00:00,KansasCityMO,39.066,-94.554,Kansas City,MO,2016,2,194
Multiple Gunshots,2/4/2016,21:00:00,KansasCityMO,39.061,-94.57,Kansas City,MO,2016,2,194
Multiple Gunshots,2/5/2016,17:00:00,KansasCityMO,39.059,-94.565,Kansas City,MO,2016,2,194
Multiple Gunshots,2/6/2016,0:00:00,KansasCityMO,39.047,-94.564,Kansas City,MO,2016,2,194
Multiple Gunshots,2/6/2016,0:00:00,KansasCityMO,39.047,-94.564,Kansas City,MO,2016,2,194
Multiple Gunshots,2/6/2016,0:00:00,KansasCityMO,39.046,-94.564,Kansas City,MO,2016,2,194
Single Gunshot,2/6/2016,3:00:00,KansasCityMO,39.063,-94.569,Kansas City,MO,2016,2,194
Single Gunshot,2/6/2016,5:00:00,KansasCityMO,39.068,-94.552,Kansas City,MO,2016,2,194
Multiple Gunshots,2/6/2016,13:00:00,KansasCityMO,39.043,-94.554,Kansas City,MO,2016,2,194
Gunshot or Firecracker,2/6/2016,14:00:00,KansasCityMO,39.061,-94.562,Kansas City,MO,2016,2,194
Multiple Gunshots,2/6/2016,20:00:00,KansasCityMO,39.037,-94.561,Kansas City,MO,2016,2,194
Single Gunshot,2/6/2016,21:00:00,KansasCityMO,39.044,-94.571,Kansas City,MO,2016,2,194
Single Gunshot,2/8/2016,19:00:00,KansasCityMO,39.059,-94.551,Kansas City,MO,2016,2,194
Multiple Gunshots,2/9/2016,21:00:00,KansasCityMO,39.049,-94.563,Kansas City,MO,2016,2,194
Single Gunshot,2/9/2016,22:00:00,KansasCityMO,39.046,-94.557,Kansas City,MO,2016,2,194
Gunshot or Firecracker,2/10/2016,13:00:00,KansasCityMO,39.054,-94.56,Kansas City,MO,2016,2,194
Single Gunshot,2/10/2016,0:00:00,KansasCityMO,39.033,-94.561,Kansas City,MO,2016,2,194
Single Gunshot,2/10/2016,0:00:00,KansasCityMO,39.066,-94.558,Kansas City,MO,2016,2,194
Multiple Gunshots,2/11/2016,1:00:00,KansasCityMO,39.052,-94.561,Kansas City,MO,2016,2,194
Multiple Gunshots,2/11/2016,1:00:00,KansasCityMO,39.052,-94.557,Kansas City,MO,2016,2,194
Gunshot or Firecracker,2/11/2016,15:00:00,KansasCityMO,39.066,-94.572,Kansas City,MO,2016,2,194
Gunshot or Firecracker,2/11/2016,15:00:00,KansasCityMO,39.049,-94.573,Kansas City,MO,2016,2,194
Multiple Gunshots,2/11/2016,15:00:00,KansasCityMO,39.034,-94.553,Kansas City,MO,2016,2,194
Single Gunshot,2/11/2016,21:00:00,KansasCityMO,39.047,-94.567,Kansas City,MO,2016,2,194
Single Gunshot,2/12/2016,0:00:00,KansasCityMO,39.045,-94.564,Kansas City,MO,2016,2,194
Single Gunshot,2/12/2016,11:00:00,KansasCityMO,39.052,-94.558,Kansas City,MO,2016,2,194
Single Gunshot,2/13/2016,3:00:00,KansasCityMO,39.05,-94.567,Kansas City,MO,2016,2,194
Single Gunshot,2/13/2016,19:00:00,KansasCityMO,39.063,-94.569,Kansas City,MO,2016,2,194
Single Gunshot,2/14/2016,0:00:00,KansasCityMO,39.038,-94.565,Kansas City,MO,2016,2,194
Single Gunshot,2/14/2016,0:00:00,KansasCityMO,39.039,-94.566,Kansas City,MO,2016,2,194
Single Gunshot,2/14/2016,2:00:00,KansasCityMO,39.052,-94.551,Kansas City,MO,2016,2,194
Multiple Gunshots,2/14/2016,3:00:00,KansasCityMO,39.061,-94.561,Kansas City,MO,2016,2,194
Multiple Gunshots,2/14/2016,4:00:00,KansasCityMO,39.058,-94.547,Kansas City,MO,2016,2,194
Single Gunshot,2/14/2016,7:00:00,KansasCityMO,39.062,-94.55,Kansas City,MO,2016,2,194
Single Gunshot,2/14/2016,14:00:00,KansasCityMO,39.044,-94.568,Kansas City,MO,2016,2,194
Single Gunshot,2/14/2016,22:00:00,KansasCityMO,39.049,-94.559,Kansas City,MO,2016,2,194
Single Gunshot,2/14/2016,22:00:00,KansasCityMO,39.049,-94.559,Kansas City,MO,2016,2,194
Single Gunshot,2/14/2016,0:00:00,KansasCityMO,39.063,-94.573,Kansas City,MO,2016,2,194
Gunshot or Firecracker,2/15/2016,17:00:00,KansasCityMO,39.048,-94.568,Kansas City,MO,2016,2,194
Single Gunshot,2/15/2016,21:00:00,KansasCityMO,39.063,-94.553,Kansas City,MO,2016,2,194
Single Gunshot,2/15/2016,23:00:00,KansasCityMO,39.066,-94.556,Kansas City,MO,2016,2,194
Multiple Gunshots,2/16/2016,22:00:00,KansasCityMO,39.051,-94.553,Kansas City,MO,2016,2,194
Single Gunshot,2/17/2016,12:00:00,KansasCityMO,39.039,-94.554,Kansas City,MO,2016,2,194
Multiple Gunshots,2/18/2016,1:00:00,KansasCityMO,39.055,-94.559,Kansas City,MO,2016,2,194
Multiple Gunshots,2/18/2016,20:00:00,KansasCityMO,39.062,-94.571,Kansas City,MO,2016,2,194
Single Gunshot,2/18/2016,20:00:00,KansasCityMO,39.034,-94.563,Kansas City,MO,2016,2,194
Single Gunshot,2/19/2016,2:00:00,KansasCityMO,39.043,-94.553,Kansas City,MO,2016,2,194
Single Gunshot,2/19/2016,2:00:00,KansasCityMO,39.047,-94.558,Kansas City,MO,2016,2,194
Multiple Gunshots,2/19/2016,20:00:00,KansasCityMO,39.045,-94.565,Kansas City,MO,2016,2,194
Multiple Gunshots,2/19/2016,22:00:00,KansasCityMO,39.061,-94.56,Kansas City,MO,2016,2,194
Multiple Gunshots,2/19/2016,22:00:00,KansasCityMO,39.061,-94.56,Kansas City,MO,2016,2,194
Multiple Gunshots,2/19/2016,22:00:00,KansasCityMO,39.061,-94.56,Kansas City,MO,2016,2,194
Multiple Gunshots,2/19/2016,22:00:00,KansasCityMO,39.061,-94.56,Kansas City,MO,2016,2,194
Multiple Gunshots,2/20/2016,1:00:00,KansasCityMO,39.044,-94.569,Kansas City,MO,2016,2,194
Multiple Gunshots,2/20/2016,1:00:00,KansasCityMO,39.044,-94.569,Kansas City,MO,2016,2,194
Single Gunshot,2/20/2016,1:00:00,KansasCityMO,39.034,-94.559,Kansas City,MO,2016,2,194
Single Gunshot,2/20/2016,2:00:00,KansasCityMO,39.06,-94.552,Kansas City,MO,2016,2,194
Single Gunshot,2/20/2016,3:00:00,KansasCityMO,39.05,-94.558,Kansas City,MO,2016,2,194
Gunshot or Firecracker,2/20/2016,14:00:00,KansasCityMO,39.036,-94.559,Kansas City,MO,2016,2,194
Gunshot or Firecracker,2/20/2016,18:00:00,KansasCityMO,39.045,-94.572,Kansas City,MO,2016,2,194
Single Gunshot,2/20/2016,22:00:00,KansasCityMO,39.036,-94.56,Kansas City,MO,2016,2,194
Single Gunshot,2/20/2016,23:00:00,KansasCityMO,39.051,-94.552,Kansas City,MO,2016,2,194
Single Gunshot,2/21/2016,1:00:00,KansasCityMO,39.046,-94.551,Kansas City,MO,2016,2,194
Multiple Gunshots,2/21/2016,2:00:00,KansasCityMO,39.052,-94.572,Kansas City,MO,2016,2,194
Multiple Gunshots,2/21/2016,3:00:00,KansasCityMO,39.071,-94.561,Kansas City,MO,2016,2,194
Multiple Gunshots,2/21/2016,21:00:00,KansasCityMO,39.048,-94.566,Kansas City,MO,2016,2,194
Multiple Gunshots,2/21/2016,21:00:00,KansasCityMO,39.048,-94.566,Kansas City,MO,2016,2,194
Multiple Gunshots,2/21/2016,21:00:00,KansasCityMO,39.048,-94.566,Kansas City,MO,2016,2,194
Single Gunshot,2/24/2016,6:00:00,KansasCityMO,39.053,-94.568,Kansas City,MO,2016,2,194
Single Gunshot,2/24/2016,23:00:00,KansasCityMO,39.046,-94.553,Kansas City,MO,2016,2,194
Gunshot or Firecracker,2/25/2016,7:00:00,KansasCityMO,39.05,-94.558,Kansas City,MO,2016,2,194
Gunshot or Firecracker,2/25/2016,7:00:00,KansasCityMO,39.05,-94.558,Kansas City,MO,2016,2,194
Single Gunshot,2/25/2016,20:00:00,KansasCityMO,39.067,-94.55,Kansas City,MO,2016,2,194
Single Gunshot,2/25/2016,23:00:00,KansasCityMO,39.066,-94.55,Kansas City,MO,2016,2,194
Gunshot or Firecracker,2/26/2016,11:00:00,KansasCityMO,39.048,-94.558,Kansas City,MO,2016,2,194
Multiple Gunshots,2/26/2016,22:00:00,KansasCityMO,39.043,-94.551,Kansas City,MO,2016,2,194
Multiple Gunshots,2/26/2016,22:00:00,KansasCityMO,39.064,-94.573,Kansas City,MO,2016,2,194
Single Gunshot,2/27/2016,3:00:00,KansasCityMO,39.048,-94.551,Kansas City,MO,2016,2,194
Multiple Gunshots,2/27/2016,21:00:00,KansasCityMO,39.047,-94.572,Kansas City,MO,2016,2,194
Multiple Gunshots,2/27/2016,22:00:00,KansasCityMO,39.043,-94.553,Kansas City,MO,2016,2,194
Single Gunshot,2/28/2016,3:00:00,KansasCityMO,39.06,-94.552,Kansas City,MO,2016,2,194
Single Gunshot,2/28/2016,4:00:00,KansasCityMO,39.052,-94.571,Kansas City,MO,2016,2,194
Single Gunshot,2/28/2016,5:00:00,KansasCityMO,39.043,-94.566,Kansas City,MO,2016,2,194
Multiple Gunshots,2/28/2016,17:00:00,KansasCityMO,39.063,-94.565,Kansas City,MO,2016,2,194
Multiple Gunshots,2/29/2016,1:00:00,KansasCityMO,39.046,-94.553,Kansas City,MO,2016,2,194
Single Gunshot,2/29/2016,1:00:00,KansasCityMO,39.051,-94.554,Kansas City,MO,2016,2,194
Multiple Gunshots,2/29/2016,1:00:00,KansasCityMO,39.046,-94.553,Kansas City,MO,2016,2,194
Single Gunshot,3/1/2016,6:00:00,KansasCityMO,39.061,-94.557,Kansas City,MO,2016,3,195
Multiple Gunshots,3/2/2016,23:00:00,KansasCityMO,39.058,-94.559,Kansas City,MO,2016,3,195
Multiple Gunshots,3/2/2016,23:00:00,KansasCityMO,39.068,-94.569,Kansas City,MO,2016,3,195
Multiple Gunshots,3/3/2016,23:00:00,KansasCityMO,39.05,-94.557,Kansas City,MO,2016,3,195
Multiple Gunshots,3/4/2016,20:00:00,KansasCityMO,39.044,-94.557,Kansas City,MO,2016,3,195
Multiple Gunshots,3/4/2016,20:00:00,KansasCityMO,39.044,-94.557,Kansas City,MO,2016,3,195
Multiple Gunshots,3/4/2016,21:00:00,KansasCityMO,39.048,-94.553,Kansas City,MO,2016,3,195
Multiple Gunshots,3/4/2016,22:00:00,KansasCityMO,39.042,-94.553,Kansas City,MO,2016,3,195
Multiple Gunshots,3/5/2016,1:00:00,KansasCityMO,39.057,-94.566,Kansas City,MO,2016,3,195
Multiple Gunshots,3/5/2016,1:00:00,KansasCityMO,39.059,-94.555,Kansas City,MO,2016,3,195
Single Gunshot,3/5/2016,4:00:00,KansasCityMO,39.061,-94.552,Kansas City,MO,2016,3,195
Single Gunshot,3/5/2016,19:00:00,KansasCityMO,39.048,-94.549,Kansas City,MO,2016,3,195
Multiple Gunshots,3/5/2016,20:00:00,KansasCityMO,39.062,-94.547,Kansas City,MO,2016,3,195
Single Gunshot,3/5/2016,22:00:00,KansasCityMO,39.051,-94.57,Kansas City,MO,2016,3,195
Single Gunshot,3/6/2016,1:00:00,KansasCityMO,39.054,-94.571,Kansas City,MO,2016,3,195
Single Gunshot,3/6/2016,3:00:00,KansasCityMO,39.033,-94.555,Kansas City,MO,2016,3,195
Single Gunshot,3/6/2016,15:00:00,KansasCityMO,39.036,-94.565,Kansas City,MO,2016,3,195
Multiple Gunshots,3/6/2016,18:00:00,KansasCityMO,39.048,-94.571,Kansas City,MO,2016,3,195
Multiple Gunshots,3/6/2016,21:00:00,KansasCityMO,39.045,-94.559,Kansas City,MO,2016,3,195
Multiple Gunshots,3/7/2016,1:00:00,KansasCityMO,39.051,-94.557,Kansas City,MO,2016,3,195
Multiple Gunshots,3/9/2016,1:00:00,KansasCityMO,39.043,-94.551,Kansas City,MO,2016,3,195
Multiple Gunshots,3/9/2016,1:00:00,KansasCityMO,39.043,-94.551,Kansas City,MO,2016,3,195
Multiple Gunshots,3/9/2016,0:00:00,KansasCityMO,39.052,-94.566,Kansas City,MO,2016,3,195
Multiple Gunshots,3/9/2016,0:00:00,KansasCityMO,39.054,-94.565,Kansas City,MO,2016,3,195
Single Gunshot,3/10/2016,3:00:00,KansasCityMO,39.055,-94.562,Kansas City,MO,2016,3,195
Multiple Gunshots,3/10/2016,20:00:00,KansasCityMO,39.059,-94.561,Kansas City,MO,2016,3,195
Multiple Gunshots,3/10/2016,20:00:00,KansasCityMO,39.058,-94.561,Kansas City,MO,2016,3,195
Multiple Gunshots,3/10/2016,20:00:00,KansasCityMO,39.059,-94.561,Kansas City,MO,2016,3,195
Multiple Gunshots,3/11/2016,19:00:00,KansasCityMO,39.037,-94.562,Kansas City,MO,2016,3,195
Multiple Gunshots,3/11/2016,20:00:00,KansasCityMO,39.041,-94.555,Kansas City,MO,2016,3,195
Multiple Gunshots,3/11/2016,20:00:00,KansasCityMO,39.039,-94.566,Kansas City,MO,2016,3,195
Multiple Gunshots,3/11/2016,20:00:00,KansasCityMO,39.041,-94.555,Kansas City,MO,2016,3,195
Single Gunshot,3/11/2016,20:00:00,KansasCityMO,39.059,-94.548,Kansas City,MO,2016,3,195
Multiple Gunshots,3/11/2016,23:00:00,KansasCityMO,39.058,-94.555,Kansas City,MO,2016,3,195
Multiple Gunshots,3/12/2016,1:00:00,KansasCityMO,39.035,-94.56,Kansas City,MO,2016,3,195
Multiple Gunshots,3/12/2016,1:00:00,KansasCityMO,39.054,-94.55,Kansas City,MO,2016,3,195
Multiple Gunshots,3/12/2016,8:00:00,KansasCityMO,39.049,-94.566,Kansas City,MO,2016,3,195
Single Gunshot,3/12/2016,20:00:00,KansasCityMO,39.034,-94.564,Kansas City,MO,2016,3,195
Multiple Gunshots,3/13/2016,7:00:00,KansasCityMO,39.057,-94.555,Kansas City,MO,2016,3,195
Multiple Gunshots,3/13/2016,7:00:00,KansasCityMO,39.057,-94.554,Kansas City,MO,2016,3,195
Gunshot or Firecracker,3/14/2016,0:00:00,KansasCityMO,39.064,-94.56,Kansas City,MO,2016,3,195
Multiple Gunshots,3/14/2016,0:00:00,KansasCityMO,39.044,-94.565,Kansas City,MO,2016,3,195
Multiple Gunshots,3/14/2016,1:00:00,KansasCityMO,39.048,-94.549,Kansas City,MO,2016,3,195
Multiple Gunshots,3/14/2016,6:00:00,KansasCityMO,39.056,-94.554,Kansas City,MO,2016,3,195
Single Gunshot,3/14/2016,6:00:00,KansasCityMO,39.056,-94.558,Kansas City,MO,2016,3,195
Multiple Gunshots,3/14/2016,13:00:00,KansasCityMO,39.044,-94.569,Kansas City,MO,2016,3,195
Multiple Gunshots,3/14/2016,21:00:00,KansasCityMO,39.059,-94.56,Kansas City,MO,2016,3,195
Multiple Gunshots,3/14/2016,21:00:00,KansasCityMO,39.059,-94.56,Kansas City,MO,2016,3,195
Gunshot or Firecracker,3/15/2016,19:00:00,KansasCityMO,39.061,-94.555,Kansas City,MO,2016,3,195
Multiple Gunshots,3/16/2016,2:00:00,KansasCityMO,39.063,-94.553,Kansas City,MO,2016,3,195
Gunshot or Firecracker,3/16/2016,4:00:00,KansasCityMO,39.063,-94.567,Kansas City,MO,2016,3,195
Multiple Gunshots,3/16/2016,22:00:00,KansasCityMO,39.048,-94.566,Kansas City,MO,2016,3,195
Multiple Gunshots,3/17/2016,20:00:00,KansasCityMO,39.034,-94.568,Kansas City,MO,2016,3,195
Multiple Gunshots,3/17/2016,22:00:00,KansasCityMO,39.049,-94.552,Kansas City,MO,2016,3,195
Single Gunshot,3/18/2016,4:00:00,KansasCityMO,39.055,-94.555,Kansas City,MO,2016,3,195
Multiple Gunshots,3/18/2016,0:00:00,KansasCityMO,39.045,-94.564,Kansas City,MO,2016,3,195
Multiple Gunshots,3/19/2016,1:00:00,KansasCityMO,39.046,-94.553,Kansas City,MO,2016,3,195
Multiple Gunshots,3/19/2016,15:00:00,KansasCityMO,39.053,-94.554,Kansas City,MO,2016,3,195
Gunshot or Firecracker,3/19/2016,17:00:00,KansasCityMO,39.061,-94.554,Kansas City,MO,2016,3,195
Gunshot or Firecracker,3/19/2016,17:00:00,KansasCityMO,39.045,-94.566,Kansas City,MO,2016,3,195
Multiple Gunshots,3/19/2016,23:00:00,KansasCityMO,39.061,-94.545,Kansas City,MO,2016,3,195
Multiple Gunshots,3/19/2016,23:00:00,KansasCityMO,39.055,-94.547,Kansas City,MO,2016,3,195
Multiple Gunshots,3/19/2016,23:00:00,KansasCityMO,39.063,-94.547,Kansas City,MO,2016,3,195
Single Gunshot,3/19/2016,23:00:00,KansasCityMO,39.061,-94.548,Kansas City,MO,2016,3,195
Single Gunshot,3/20/2016,0:00:00,KansasCityMO,39.066,-94.552,Kansas City,MO,2016,3,195
Single Gunshot,3/20/2016,3:00:00,KansasCityMO,39.053,-94.56,Kansas City,MO,2016,3,195
Single Gunshot,3/20/2016,3:00:00,KansasCityMO,39.053,-94.554,Kansas City,MO,2016,3,195
Multiple Gunshots,3/20/2016,16:00:00,KansasCityMO,39.062,-94.565,Kansas City,MO,2016,3,195
Multiple Gunshots,3/21/2016,12:00:00,KansasCityMO,39.066,-94.558,Kansas City,MO,2016,3,195
Multiple Gunshots,3/21/2016,12:00:00,KansasCityMO,39.066,-94.558,Kansas City,MO,2016,3,195
Multiple Gunshots,3/21/2016,12:00:00,KansasCityMO,39.065,-94.559,Kansas City,MO,2016,3,195
Multiple Gunshots,3/21/2016,14:00:00,KansasCityMO,39.046,-94.554,Kansas City,MO,2016,3,195
Single Gunshot,3/22/2016,2:00:00,KansasCityMO,39.068,-94.559,Kansas City,MO,2016,3,195
Multiple Gunshots,3/22/2016,13:00:00,KansasCityMO,39.036,-94.552,Kansas City,MO,2016,3,195
Single Gunshot,3/22/2016,23:00:00,KansasCityMO,39.056,-94.551,Kansas City,MO,2016,3,195
Multiple Gunshots,3/23/2016,16:00:00,KansasCityMO,39.06,-94.557,Kansas City,MO,2016,3,195
Multiple Gunshots,3/24/2016,0:00:00,KansasCityMO,39.055,-94.562,Kansas City,MO,2016,3,195
Multiple Gunshots,3/24/2016,0:00:00,KansasCityMO,39.055,-94.562,Kansas City,MO,2016,3,195
Multiple Gunshots,3/24/2016,21:00:00,KansasCityMO,39.044,-94.55,Kansas City,MO,2016,3,195
Multiple Gunshots,3/24/2016,23:00:00,KansasCityMO,39.057,-94.554,Kansas City,MO,2016,3,195
Multiple Gunshots,3/24/2016,23:00:00,KansasCityMO,39.058,-94.554,Kansas City,MO,2016,3,195
Single Gunshot,3/25/2016,6:00:00,KansasCityMO,39.059,-94.552,Kansas City,MO,2016,3,195
Single Gunshot,3/25/2016,19:00:00,KansasCityMO,39.056,-94.548,Kansas City,MO,2016,3,195
Multiple Gunshots,3/26/2016,1:00:00,KansasCityMO,39.046,-94.55,Kansas City,MO,2016,3,195
